Date,Open,High,Low,Close,Adj Close,Volume
2022-02-15,123.769997,126.805000,123.377998,126.239998,126.239998,14634700
2022-02-16,125.610001,127.580002,124.510002,125.559998,125.559998,17993300
2022-02-17,125.000000,129.399994,124.056000,124.430000,124.430000,15906000
2022-02-18,120.879997,120.879997,117.199997,118.989998,118.989998,21201400
2022-02-22,114.000000,114.849998,112.059998,112.930000,112.930000,21755100
2022-02-23,115.099998,115.400002,109.599998,109.720001,109.720001,24489200
2022-02-24,100.073997,108.949997,100.019997,108.930000,108.930000,35294700
2022-02-25,107.889999,108.550003,104.000000,107.940002,107.940002,21428400
2022-02-28,105.970001,107.489998,103.639999,105.190002,105.190002,23063500
2022-03-01,105.849998,111.250000,105.849998,107.089996,107.089996,21218500
2022-03-02,107.389999,107.389999,103.239998,105.419998,105.419998,20791800
2022-03-03,106.029999,106.629997,101.070000,102.050003,102.050003,21725900
2022-03-04,100.290001,104.389999,99.330002,100.599998,100.599998,24574700
2022-03-07,99.559998,103.360001,98.599998,98.660004,98.660004,20679400
2022-03-08,99.320000,100.910004,95.570000,97.500000,97.500000,23275500
2022-03-09,100.260002,100.970001,98.320000,100.930000,100.930000,20853600
2022-03-10,95.190002,95.699997,90.820000,92.919998,92.919998,37671200
2022-03-11,93.260002,93.949997,86.680000,86.709999,86.709999,39341800
2022-03-14,80.699997,82.449997,77.080002,77.760002,77.760002,69992600
2022-03-15,75.099998,80.139999,73.279999,76.760002,76.760002,86209300
2022-03-16,92.000000,105.739998,87.120003,104.980003,104.980003,159834300
2022-03-17,99.139999,101.889999,95.769997,100.370003,100.370003,80663200
2022-03-18,100.500000,111.739998,99.599998,108.300003,108.300003,83781800
2022-03-21,102.809998,105.680000,98.699997,103.589996,103.589996,58882900
2022-03-22,114.010002,118.239998,112.370003,114.989998,114.989998,88193400
2022-03-23,115.699997,124.111000,112.680000,117.239998,117.239998,81605700
2022-03-24,112.860001,116.500000,110.820000,115.150002,115.150002,55850200
2022-03-25,110.529999,113.860001,109.400002,112.989998,112.989998,42396500
2022-03-28,113.860001,116.230003,111.919998,115.089996,115.089996,30168000
2022-03-29,118.360001,119.599998,115.739998,116.709999,116.709999,28060900
2022-03-30,115.540001,120.101997,115.540001,116.580002,116.580002,28381700
2022-03-31,115.029999,115.089996,108.709999,108.800003,108.800003,31240200
2022-04-01,117.620003,118.949997,109.750000,110.199997,110.199997,55873000
2022-04-04,115.699997,118.220001,113.375000,117.500000,117.500000,39088500
2022-04-05,115.000000,115.000000,110.230003,111.000000,111.000000,35226000
2022-04-06,109.239998,109.470001,106.120003,107.680000,107.680000,23739800
2022-04-07,106.680000,107.529999,102.610001,104.269997,104.269997,26814300
2022-04-08,104.480003,106.470001,103.329002,103.529999,103.529999,20814900
2022-04-11,101.089996,103.919998,99.160004,101.550003,101.550003,23504100
2022-04-12,101.180000,102.330002,99.389999,99.750000,99.750000,23953600
2022-04-13,99.239998,101.349998,98.209999,100.029999,100.029999,18330400
2022-04-14,97.290001,99.271004,95.305000,95.489998,95.489998,20931200
2022-04-18,93.769997,95.279999,91.820000,94.709999,94.709999,19159200
2022-04-19,92.290001,93.949997,90.949997,93.500000,93.500000,23870000
2022-04-20,93.480003,93.699997,89.269997,89.410004,89.410004,20949700
2022-04-21,89.550003,90.010002,85.400002,85.989998,85.989998,25639000
2022-04-22,86.500000,90.680000,86.310997,86.489998,86.489998,25130300
2022-04-25,82.699997,86.169998,81.800003,85.839996,85.839996,24674000
2022-04-26,85.870003,86.239998,83.279999,83.989998,83.989998,21194600
2022-04-27,85.320000,89.410004,84.779999,88.320000,88.320000,29351600
2022-04-28,88.620003,90.980003,86.940002,90.910004,90.910004,17707500
2022-04-29,101.529999,103.519997,96.660004,97.089996,97.089996,44933400
2022-05-02,96.410004,101.320000,95.150002,101.209999,101.209999,25479500
2022-05-03,100.129997,102.690002,99.430000,100.379997,100.379997,15216100
2022-05-04,97.720001,101.570000,96.610001,101.410004,101.410004,17740600
2022-05-05,97.940002,98.470001,94.050003,94.639999,94.639999,18673100
2022-05-06,93.360001,93.860001,88.709999,90.050003,90.050003,18568600
2022-05-09,86.955002,88.599998,84.430000,84.839996,84.839996,23338600
2022-05-10,88.639999,88.639999,83.510002,84.570000,84.570000,23400900
2022-05-11,85.510002,87.519997,81.470001,81.730003,81.730003,24962400
2022-05-12,80.680000,83.120003,78.010002,81.089996,81.089996,23833100
2022-05-13,82.120003,88.360001,82.000000,87.989998,87.989998,20078400
2022-05-16,87.699997,89.080002,86.339996,86.480003,86.480003,19644800
2022-05-17,92.750000,94.480003,89.540001,91.989998,91.989998,27330300
2022-05-18,90.000000,91.639999,87.000000,87.309998,87.309998,18991300
2022-05-19,86.180000,90.089996,85.739998,87.690002,87.690002,20776400
2022-05-20,88.699997,90.169998,84.730003,86.790001,86.790001,21020800
2022-05-23,87.059998,87.415001,84.760002,87.230003,87.230003,13998200
2022-05-24,84.989998,85.120003,81.540001,82.470001,82.470001,15214400
2022-05-25,83.720001,84.070000,81.070000,82.309998,82.309998,23093700
2022-05-26,87.300003,95.089996,86.730003,94.480003,94.480003,50825000
2022-05-27,92.209999,94.500000,90.370003,93.410004,93.410004,26716000
2022-05-31,98.330002,99.320000,95.449997,96.050003,96.050003,33790000
2022-06-01,95.900002,96.930000,91.879997,93.379997,93.379997,23730900
2022-06-02,93.669998,97.629997,93.400002,97.500000,97.500000,23228100
2022-06-03,95.150002,96.000000,93.023003,93.209999,93.209999,15855900
2022-06-06,99.639999,102.419998,97.915001,99.010002,99.010002,37287200
2022-06-07,99.989998,104.459999,99.419998,104.320000,104.320000,35958700
2022-06-08,108.260002,121.055000,107.809998,119.620003,119.620003,92337000
2022-06-09,115.000000,118.220001,109.440002,109.900002,109.900002,72512300
2022-06-10,113.660004,114.820000,108.239998,109.839996,109.839996,49859200
2022-06-13,103.610001,104.529999,97.580002,98.519997,98.519997,36396700
2022-06-14,101.989998,106.074997,100.830002,105.230003,105.230003,28567500
2022-06-15,106.809998,108.629997,104.382004,108.029999,108.029999,24026100
2022-06-16,102.790001,104.910004,100.510002,101.449997,101.449997,22357800
2022-06-17,112.540001,112.750000,101.325996,102.239998,102.239998,73019300
2022-06-21,105.959999,107.061996,103.870003,106.389999,106.389999,33975000
2022-06-22,104.230003,107.099998,103.080002,105.150002,105.150002,24233000
2022-06-23,109.959999,113.089996,108.081001,112.110001,112.110001,33228200
2022-06-24,115.300003,118.089996,114.300003,117.620003,117.620003,27029900
2022-06-27,119.970001,121.379997,117.879997,118.730003,118.730003,21724300
2022-06-28,118.980003,120.930000,116.510002,116.760002,116.760002,18659400
2022-06-29,115.809998,117.089996,113.709999,116.029999,116.029999,13793900
2022-06-30,113.769997,114.599998,111.379997,113.680000,113.680000,13836200
2022-07-01,113.629997,116.625000,112.919998,116.000000,116.000000,16679400
2022-07-05,114.510002,120.529999,112.139999,120.129997,120.129997,20989300
2022-07-06,118.930000,120.000000,115.510002,119.120003,119.120003,20222700
2022-07-07,120.629997,125.000000,120.629997,122.389999,122.389999,24202000
2022-07-08,122.260002,125.839996,120.699997,120.900002,120.900002,27221400
2022-07-11,115.459999,115.580002,109.330002,109.570000,109.570000,31249900
2022-07-12,110.860001,111.000000,107.059998,109.209999,109.209999,22318500
2022-07-13,106.839996,110.639999,106.750000,109.099998,109.099998,16861400
2022-07-14,107.800003,108.540001,100.709999,103.760002,103.760002,35314900
2022-07-15,103.489998,103.639999,97.839996,102.440002,102.440002,33572300
2022-07-18,105.879997,106.959999,102.949997,103.139999,103.139999,20503400
2022-07-19,103.970001,104.820000,101.529999,104.750000,104.750000,19842500
2022-07-20,106.239998,107.160004,102.849998,103.959999,103.959999,21897900
2022-07-21,104.059998,106.610001,103.680000,105.129997,105.129997,17865500
2022-07-22,104.309998,104.699997,99.680000,100.610001,100.610001,18819800
2022-07-25,100.500000,101.269997,98.739998,101.059998,101.059998,16604300
2022-07-26,104.309998,105.250000,100.809998,101.440002,101.440002,28004300
2022-07-27,102.199997,102.970001,99.800003,102.779999,102.779999,19366600
2022-07-28,101.919998,102.680000,95.620003,100.550003,100.550003,33875400
2022-07-29,94.220001,94.220001,89.110001,89.370003,89.370003,59201800
2022-08-01,89.190002,90.540001,88.000000,90.339996,90.339996,36050900
2022-08-02,88.199997,94.870003,88.199997,92.620003,92.620003,34430500
2022-08-03,92.000000,96.300003,90.919998,95.720001,95.720001,23921700
2022-08-04,101.070000,103.000000,95.059998,97.430000,97.430000,42517800
2022-08-05,93.070000,94.169998,90.730003,92.559998,92.559998,27206100
2022-08-08,91.470001,92.750000,90.339996,90.839996,90.839996,16194100
2022-08-09,91.190002,93.120003,90.599998,91.190002,91.190002,16744900
2022-08-10,91.169998,92.949997,88.559998,92.430000,92.430000,17855400
2022-08-11,94.489998,97.709999,93.629997,94.870003,94.870003,17521200
2022-08-12,91.510002,94.800003,91.430000,94.769997,94.769997,17846400
2022-08-15,93.199997,94.629997,92.379997,94.199997,94.199997,14425100
2022-08-16,92.690002,93.570000,91.400002,92.650002,92.650002,12003200
2022-08-17,91.870003,92.389999,89.760002,89.769997,89.769997,14491500
2022-08-18,90.050003,91.930000,88.519997,90.739998,90.739998,13418600
2022-08-19,90.410004,91.650002,89.180000,89.629997,89.629997,12364300
2022-08-22,89.570000,90.879997,89.300003,90.029999,90.029999,15545000
2022-08-23,89.169998,90.180000,86.709999,89.830002,89.830002,17345900
2022-08-24,87.900002,94.148003,87.550003,92.519997,92.519997,22808300
2022-08-25,96.059998,101.029999,94.949997,99.889999,99.889999,39170600
2022-08-26,104.839996,104.849998,97.610001,98.000000,98.000000,45773400
2022-08-29,98.959999,100.910004,96.480003,96.599998,96.599998,18323500
2022-08-30,95.860001,96.970001,92.620003,93.839996,93.839996,17865800
2022-08-31,96.660004,98.620003,94.919998,95.410004,95.410004,16169000
2022-09-01,92.750000,94.519997,91.669998,93.709999,93.709999,11929100
2022-09-02,91.769997,93.667999,90.769997,91.800003,91.800003,12378900
2022-09-06,89.320000,89.470001,87.800003,88.449997,88.449997,15573500
2022-09-07,88.519997,90.860001,87.755997,90.599998,90.599998,12753300
2022-09-08,88.559998,90.180000,88.279999,89.519997,89.519997,13291800
2022-09-09,91.050003,92.900002,90.720001,92.139999,92.139999,10745500
2022-09-12,92.419998,94.839996,91.809998,94.690002,94.690002,15604000
2022-09-13,90.760002,92.180000,89.230003,89.470001,89.470001,21149800
2022-09-14,89.459999,89.779999,88.169998,88.919998,88.919998,10843600
2022-09-15,88.629997,91.095001,88.199997,88.830002,88.830002,12188800
2022-09-16,87.699997,88.250000,85.419998,86.430000,86.430000,19322000
2022-09-19,85.099998,87.764999,85.000000,87.660004,87.660004,12822100
2022-09-20,87.949997,88.730003,85.010002,85.800003,85.800003,19129000
2022-09-21,85.120003,85.160004,81.500000,81.599998,81.599998,23847300
2022-09-22,82.629997,83.279999,80.169998,80.709999,80.709999,19141200
2022-09-23,79.260002,79.769997,77.599998,78.800003,78.800003,20492100
2022-09-26,79.940002,80.986000,78.779999,78.910004,78.910004,17880600
2022-09-27,79.430000,80.410004,77.099998,77.870003,77.870003,16975100
2022-09-28,76.485001,81.480003,76.279999,80.989998,80.989998,20725400
2022-09-29,78.050003,79.190002,76.739998,79.059998,79.059998,17913600
2022-09-30,78.739998,81.779999,78.650002,79.989998,79.989998,17116900
2022-10-03,79.760002,80.925003,78.050003,80.449997,80.449997,13249600
2022-10-04,83.000000,85.032997,82.339996,84.110001,84.110001,18252000
2022-10-05,84.099998,86.290001,83.250000,84.389999,84.389999,13194000
2022-10-06,84.070000,85.250000,83.519997,84.320000,84.320000,11583600
2022-10-07,82.349998,83.709999,80.754997,81.239998,81.239998,11632400
2022-10-10,79.769997,79.790001,77.699997,79.239998,79.239998,14070900
2022-10-11,77.379997,77.839996,74.139999,75.370003,75.370003,18387900
2022-10-12,74.900002,76.678001,74.029999,75.730003,75.730003,13247900
2022-10-13,72.239998,75.779999,71.400002,75.010002,75.010002,17563400
2022-10-14,76.050003,76.139999,72.779999,73.019997,73.019997,13675300
2022-10-17,75.150002,77.870003,75.110001,76.769997,76.769997,14487400
2022-10-18,78.010002,78.639999,75.059998,76.339996,76.339996,14970600
2022-10-19,73.279999,74.330002,70.519997,71.269997,71.269997,23094500
2022-10-20,71.599998,74.940002,71.550003,72.019997,72.019997,19173400
2022-10-21,71.199997,72.790001,69.464996,72.180000,72.180000,19526800
2022-10-24,63.389999,64.099998,58.009998,63.150002,63.150002,101023200
2022-10-25,65.080002,66.179001,61.259998,63.220001,63.220001,69302400
2022-10-26,63.360001,69.800003,62.919998,68.510002,68.510002,52957400
2022-10-27,65.440002,67.879997,65.419998,65.839996,65.839996,25812600
2022-10-28,63.200001,64.150002,61.820000,63.740002,63.740002,28638000
2022-10-31,63.490002,64.849998,63.220001,63.580002,63.580002,20645300
2022-11-01,68.010002,68.450996,65.639999,65.860001,65.860001,27257000
2022-11-02,66.480003,67.669998,64.330002,64.699997,64.699997,28298100
2022-11-03,63.419998,66.879997,63.400002,65.209999,65.209999,23360500
2022-11-04,71.169998,71.639999,67.449997,69.809998,69.809998,51292200
2022-11-07,71.300003,71.879997,68.671997,69.709999,69.709999,26087600
2022-11-08,67.620003,68.919998,66.269997,68.129997,68.129997,23870200
2022-11-09,66.430000,66.779999,64.800003,64.839996,64.839996,22099300
2022-11-10,68.029999,69.989998,68.000000,69.769997,69.769997,28757200
2022-11-11,72.320000,72.699997,69.309998,70.769997,70.769997,38680800
2022-11-14,73.160004,74.000000,71.320000,71.330002,71.330002,30310700
2022-11-15,78.930000,80.370003,77.809998,79.300003,79.300003,53150500
2022-11-16,80.320000,80.449997,77.410004,78.160004,78.160004,26637300
2022-11-17,76.000000,85.680000,75.760002,84.260002,84.260002,62050600
2022-11-18,82.150002,82.519997,79.860001,80.480003,80.480003,29448700
2022-11-21,78.690002,79.059998,76.470001,76.930000,76.930000,19005100
2022-11-22,75.440002,76.800003,74.580002,75.989998,75.989998,20694100
2022-11-23,78.190002,78.845001,76.849998,78.500000,78.500000,19032700
2022-11-25,75.500000,76.050003,74.919998,75.500000,75.500000,13036900
2022-11-28,74.739998,77.417000,74.680000,75.879997,75.879997,19107400
2022-11-29,80.239998,80.889999,79.449997,79.860001,79.860001,24178100
2022-11-30,82.739998,89.625000,82.250000,87.559998,87.559998,60169600
2022-12-01,84.349998,87.599998,84.260002,85.940002,85.940002,20243000
2022-12-02,86.050003,91.849998,86.050003,90.059998,90.059998,34971200
